id.cancer	sex	age	country_name	year	cases.number
	Male		Canada	1981	65082
	Male		Canada	1982	67409
	Male		Canada	1983	68455
	Male		Canada	1984	71337
	Male		Canada	1985	73393
	Male		Canada	1986	74933
	Male		Canada	1987	76615
	Male		Canada	1988	80227
	Male		Canada	1989	80613
	Male		Canada	1990	82096
	Male		Canada	1991	84066
	Male		Canada	1992	85501
	Male		Canada	1993	86391
	Male		Canada	1994	88179
	Male		Canada	1995	89390
	Male		Canada	1996	90020
	Male		Canada	1997	89841
	Male		Canada	1998	92390
	Male		Canada	1999	94175
	Male		Canada	2000	95841
	Male		Canada	2001	97450
	Male		Canada	2002	99149
	Male		Canada	2003	99784
	Male		Canada	2004	101665
	Male		Canada	2005	102821
	Male		Canada	2006	102927
	Male		Canada	2007	105918
	Male		Canada	2008	108144
	Male		Canada	2009	108941
	Male		Canada	2010	109276
	Female		Chile	1955	9630
	Female		Chile	1956	9807
	Female		Chile	1957	10551
	Female		Chile	1958	10641
	Female		Chile	1959	11092
	Female		Chile	1960	11732
	Female		Chile	1961	11558
	Female		Chile	1962	11751
	Female		Chile	1963	12341
	Female		Chile	1964	12933
	Female		Chile	1965	12891
	Female		Chile	1966	13710
	Female		Chile	1967	13539
	Female		Chile	1968	12707
	Female		Chile	1969	13106
	Female		Chile	1970	13487
	Female		Chile	1971	13447
	Female		Chile	1972	13314
	Female		Chile	1973	14104
	Female		Chile	1974	13773
	Female		Chile	1975	13754
	Female		Chile	1976	14139
	Female		Chile	1977	13732
	Female		Chile	1978	13907
	Female		Chile	1979	14696
	Female		Chile	1980	15892
	Female		Chile	1981	16001
	Female		Chile	1982	16230
	Female		Chile	1984	16707
	Female		Chile	1985	17872
	Female		Chile	1986	17887
	Female		Chile	1987	18513
	Female		Chile	1988	18648
	Female		Chile	1989	18938
	Female		Chile	1990	19810
	Female		Chile	1991	19710
	Female		Chile	1992	20169
	Female		Chile	1993	20767
	Female		Chile	1994	20951
	Female		Chile	1995	21908
	Female		Chile	1996	22424
	Female		Chile	1997	25867
	Female		Chile	1998	26719
	Female		Chile	1999	27423
	Female		Chile	2000	27932
	Female		Chile	2001	27899
	Female		Chile	2002	28789
	Female		Chile	2003	29730
	Female		Chile	2004	30041
	Female		Chile	2005	30781
	Female		Chile	2006	31118
	Female		Chile	2007	31004
	Female		Chile	2008	31655
	Female		Chile	2009	33728
	Female		Chile	2010	33757
	Male		Chile	1955	8529
	Male		Chile	1956	9220
	Male		Chile	1957	9322
	Male		Chile	1958	9710
	Male		Chile	1959	10914
	Male		Chile	1960	10425
	Male		Chile	1961	10688
	Male		Chile	1962	10774
	Male		Chile	1963	11421
	Male		Chile	1964	11440
	Male		Chile	1965	11752
	Male		Chile	1966	12378
	Male		Chile	1967	12524
	Male		Chile	1968	12546
	Male		Chile	1969	12754
	Male		Chile	1970	12853
	Male		Chile	1971	13219
	Male		Chile	1972	13685
	Male		Chile	1973	13927
	Male		Chile	1974	13198
	Male		Chile	1975	13954
	Male		Chile	1976	14054
	Male		Chile	1977	14079
	Male		Chile	1978	13932
	Male		Chile	1979	14965
	Male		Chile	1980	15207
	Male		Chile	1981	15233
	Male		Chile	1982	15942
	Male		Chile	1984	16285
	Male		Chile	1985	16814
	Male		Chile	1986	16724
	Male		Chile	1987	17101
	Male		Chile	1988	17682
	Male		Chile	1989	18125
	Male		Chile	1990	18417
	Male		Chile	1991	19558
	Male		Chile	1992	19707
	Male		Chile	1993	20603
	Male		Chile	1994	21068
	Male		Chile	1995	22144
	Male		Chile	1996	22434
	Male		Chile	1997	25630
	Male		Chile	1998	25978
	Male		Chile	1999	26830
	Male		Chile	2000	27543
	Male		Chile	2001	27884
	Male		Chile	2002	29114
	Male		Chile	2003	30200
	Male		Chile	2004	30319
	Male		Chile	2005	31441
	Male		Chile	2006	31887
	Male		Chile	2007	31705
	Male		Chile	2008	32272
	Male		Chile	2009	35061
	Male		Chile	2010	36452
	Female		China	1955	1702
	Female		China	1956	1844
	Female		China	1957	1873
	Female		China	1958	2376
	Female		China	1959	2419
	Female		China	1960	2592
	Female		China	1961	2978
	Female		China	1962	3241
	Female		China	1963	3287
	Female		China	1964	3496
	Female		China	1965	3760
	Female		China	1966	4630
	Female		China	1967	4642
	Female		China	1968	4758
	Female		China	1969	5100
	Female		China	1970	5139
	Female		China	1971	5314
	Female		China	1972	5564
	Female		China	1973	5596
	Female		China	1974	5784
	Female		China	1975	6240
	Female		China	1976	6456
	Female		China	1977	6725
	Female		China	1978	7035
	Female		China	1979	7474
	Female		China	1980	7463
	Female		China	1981	7717
	Female		China	1982	7523
	Female		China	1983	8198
	Female		China	1984	8475
	Female		China	1985	8857
	Female		China	1986	9338
	Female		China	1987	113013
	Female		China	1988	115314
	Female		China	1989	137298
	Female		China	1990	122230
	Female		China	1991	133510
	Female		China	1992	134509
	Female		China	1993	134793
	Female		China	1994	135208
	Female		China	1995	128741
	Female		China	1996	129549
	Female		China	1997	139154
	Female		China	1998	141514
	Female		China	1999	155491
	Female		China	2000	154618
	Female		China	2001	12988
	Female		China	2002	13796
	Female		China	2003	13294
	Female		China	2004	14092
	Female		China	2005	14680
	Female		China	2006	14422
	Female		China	2007	14459
	Female		China	2008	15031
	Female		China	2009	15677
	Female		China	2010	16135
	Male		China	1955	1685
	Male		China	1956	1790
	Male		China	1957	2057
	Male		China	1958	2559
	Male		China	1959	2622
	Male		China	1960	2806
	Male		China	1961	3195
	Male		China	1962	3493
	Male		China	1963	3903
	Male		China	1964	4373
	Male		China	1965	4681
	Male		China	1966	5138
	Male		China	1967	5515
	Male		China	1968	5943
	Male		China	1969	6454
	Male		China	1970	6786
	Male		China	1971	7207
	Male		China	1972	7476
	Male		China	1973	7993
	Male		China	1974	8243
	Male		China	1975	8935
	Male		China	1976	9366
	Male		China	1977	9900
	Male		China	1978	10430
	Male		China	1979	11700
	Male		China	1980	12184
	Male		China	1981	12378
	Male		China	1982	12242
	Male		China	1983	13881
	Male		China	1984	13855
	Male		China	1985	13837
	Male		China	1986	14783
	Male		China	1987	178699
	Male		China	1988	174684
	Male		China	1989	221197
	Male		China	1990	200254
	Male		China	1991	217478
	Male		China	1992	217860
	Male		China	1993	218516
	Male		China	1994	216459
	Male		China	1995	210018
	Male		China	1996	208937
	Male		China	1997	222415
	Male		China	1998	226634
	Male		China	1999	248225
	Male		China	2000	247407
	Male		China	2001	21268
	Male		China	2002	21446
	Male		China	2003	21496
	Male		China	2004	21381
	Male		China	2005	22337
	Male		China	2006	22064
	Male		China	2007	22677
	Male		China	2008	22595
	Male		China	2009	23028
	Male		China	2010	23464
	Female		Colombia	1953	7330
	Female		Colombia	1954	6942
	Female		Colombia	1955	7452
	Female		Colombia	1956	7709
	Female		Colombia	1957	7925
	Female		Colombia	1958	8580
	Female		Colombia	1959	8905
	Female		Colombia	1960	9754
	Female		Colombia	1961	9814
	Female		Colombia	1962	10623
	Female		Colombia	1963	11604
	Female		Colombia	1964	11968
	Female		Colombia	1965	11936
	Female		Colombia	1966	12952
	Female		Colombia	1967	13560
	Female		Colombia	1968	14148
	Female		Colombia	1969	13257
	Female		Colombia	1972	15168
	Female		Colombia	1974	16547
	Female		Colombia	1975	16883
	Female		Colombia	1976	16914
	Female		Colombia	1977	17773
	Female		Colombia	1984	24705
	Female		Colombia	1985	26835
	Female		Colombia	1986	26392
	Female		Colombia	1987	27727
	Female		Colombia	1988	27217
	Female		Colombia	1989	28441
	Female		Colombia	1990	28059
	Female		Colombia	1991	29239
	Female		Colombia	1992	29232
	Female		Colombia	1993	30570
	Female		Colombia	1994	31256
	Female		Colombia	1995	32256
	Female		Colombia	1996	33815
	Female		Colombia	1997	38009
	Female		Colombia	1998	38121
	Female		Colombia	1999	40755
	Female		Colombia	2000	42699
	Female		Colombia	2001	42745
	Female		Colombia	2002	45080
	Female		Colombia	2003	47059
	Female		Colombia	2004	47606
	Female		Colombia	2005	47870
	Female		Colombia	2006	48372
	Female		Colombia	2007	50175
	Female		Colombia	2008	51211
	Female		Colombia	2009	52064
	Female		Colombia	2010	53140
	Male		Colombia	1953	5245
	Male		Colombia	1954	5052
	Male		Colombia	1955	5515
	Male		Colombia	1956	5798
	Male		Colombia	1957	6482
	Male		Colombia	1958	6573
	Male		Colombia	1959	7324
	Male		Colombia	1960	7309
	Male		Colombia	1961	7544
	Male		Colombia	1962	8320
	Male		Colombia	1963	8888
	Male		Colombia	1964	9559
	Male		Colombia	1965	9509
	Male		Colombia	1966	10573
	Male		Colombia	1967	11455
	Male		Colombia	1968	11605
	Male		Colombia	1969	11235
	Male		Colombia	1972	12449
	Male		Colombia	1974	14637
	Male		Colombia	1975	14893
	Male		Colombia	1976	14919
	Male		Colombia	1977	15702
	Male		Colombia	1984	21761
	Male		Colombia	1985	23349
	Male		Colombia	1986	23073
	Male		Colombia	1987	24751
	Male		Colombia	1988	23730
	Male		Colombia	1989	24719
	Male		Colombia	1990	25125
	Male		Colombia	1991	26438
	Male		Colombia	1992	26459
	Male		Colombia	1993	27332
	Male		Colombia	1994	28353
	Male		Colombia	1995	28998
	Male		Colombia	1996	30220
	Male		Colombia	1997	34953
	Male		Colombia	1998	34575
	Male		Colombia	1999	37796
	Male		Colombia	2000	39233
	Male		Colombia	2001	39508
	Male		Colombia	2002	41007
	Male		Colombia	2003	42639
	Male		Colombia	2004	43248
	Male		Colombia	2005	44704
	Male		Colombia	2006	45595
	Male		Colombia	2007	47100
	Male		Colombia	2008	47324
	Male		Colombia	2009	48130
	Male		Colombia	2010	49023
	Female		Costa Rica	1961	1147
	Female		Costa Rica	1962	1157
	Female		Costa Rica	1963	1257
	Female		Costa Rica	1964	1264
	Female		Costa Rica	1965	1346
	Female		Costa Rica	1966	1628
	Female		Costa Rica	1967	1702
	Female		Costa Rica	1968	1500
	Female		Costa Rica	1969	1353
	Female		Costa Rica	1970	1429
	Female		Costa Rica	1971	1366
	Female		Costa Rica	1972	1568
	Female		Costa Rica	1973	1479
	Female		Costa Rica	1974	1607
	Female		Costa Rica	1975	1549
	Female		Costa Rica	1976	1689
	Female		Costa Rica	1977	1626
	Female		Costa Rica	1978	1801
	Female		Costa Rica	1979	1773
	Female		Costa Rica	1980	1830
	Female		Costa Rica	1981	1986
	Female		Costa Rica	1982	2202
	Female		Costa Rica	1983	2356
	Female		Costa Rica	1985	2729
	Female		Costa Rica	1986	2841
	Female		Costa Rica	1987	2955
	Female		Costa Rica	1988	3006
	Female		Costa Rica	1989	2905
	Female		Costa Rica	1990	2715
	Female		Costa Rica	1991	3071
	Female		Costa Rica	1992	3128
	Female		Costa Rica	1993	3356
	Female		Costa Rica	1994	3444
	Female		Costa Rica	1995	3663
	Female		Costa Rica	1996	3789
	Female		Costa Rica	1997	4131
	Female		Costa Rica	1998	4369
	Female		Costa Rica	1999	4371
	Female		Costa Rica	2000	4417
	Female		Costa Rica	2001	4740
	Female		Costa Rica	2002	4421
	Female		Costa Rica	2003	4881
	Female		Costa Rica	2004	4943
	Female		Costa Rica	2005	4963
	Female		Costa Rica	2006	5085
	Female		Costa Rica	2007	4640
	Female		Costa Rica	2008	4890
	Female		Costa Rica	2009	5172
	Female		Costa Rica	2010	6082
	Male		Costa Rica	1961	1138
	Male		Costa Rica	1962	1351
	Male		Costa Rica	1963	1488
	Male		Costa Rica	1964	1493
	Male		Costa Rica	1965	1640
	Male		Costa Rica	1966	1644
	Male		Costa Rica	1967	1643
	Male		Costa Rica	1968	1641
	Male		Costa Rica	1969	1615
	Male		Costa Rica	1970	1489
	Male		Costa Rica	1971	1649
	Male		Costa Rica	1972	1678
	Male		Costa Rica	1973	1736
	Male		Costa Rica	1974	1833
	Male		Costa Rica	1975	2028
	Male		Costa Rica	1976	1956
	Male		Costa Rica	1977	2064
	Male		Costa Rica	1978	1960
	Male		Costa Rica	1979	2111
	Male		Costa Rica	1980	2308
	Male		Costa Rica	1981	2276
	Male		Costa Rica	1982	2593
	Male		Costa Rica	1983	2837
	Male		Costa Rica	1985	3125
	Male		Costa Rica	1986	3081
	Male		Costa Rica	1987	3264
	Male		Costa Rica	1988	3501
	Male		Costa Rica	1989	3698
	Male		Costa Rica	1990	3470
	Male		Costa Rica	1991	3373
	Male		Costa Rica	1992	3859
	Male		Costa Rica	1993	3706
	Male		Costa Rica	1994	3851
	Male		Costa Rica	1995	4066
	Male		Costa Rica	1996	4111
	Male		Costa Rica	1997	4448
	Male		Costa Rica	1998	4666
	Male		Costa Rica	1999	5040
	Male		Costa Rica	2000	4779
	Male		Costa Rica	2001	5511
	Male		Costa Rica	2002	5133
	Male		Costa Rica	2003	5599
	Male		Costa Rica	2004	6023
	Male		Costa Rica	2005	5414
	Male		Costa Rica	2006	5811
	Male		Costa Rica	2007	5833
	Male		Costa Rica	2008	5757
	Male		Costa Rica	2009	5796
	Male		Costa Rica	2010	6896
	Female		Croatia	1985	11358
	Female		Croatia	1986	11554
	Female		Croatia	1987	11995
	Female		Croatia	1988	12650
	Female		Croatia	1989	13135
	Female		Croatia	1990	13368
	Female		Croatia	1991	13063
	Female		Croatia	1992	12612
	Female		Croatia	1993	12741
	Female		Croatia	1994	12580
	Female		Croatia	1995	13247
	Female		Croatia	1996	13398
	Female		Croatia	1997	13658
	Female		Croatia	1998	14710
	Female		Croatia	1999	14612
	Female		Croatia	2000	15234
	Female		Croatia	2001	14899
	Female		Croatia	2002	15496
	Female		Croatia	2003	15610
	Female		Croatia	2004	15453
	Female		Croatia	2005	16341
	Female		Croatia	2006	16309
	Female		Croatia	2007	16279
	Female		Croatia	2008	17263
	Female		Croatia	2009	17500
	Female		Croatia	2010	17951
	Male		Croatia	1985	15692
	Male		Croatia	1986	15650
	Male		Croatia	1987	16203
	Male		Croatia	1988	17049
	Male		Croatia	1989	17454
	Male		Croatia	1990	17904
	Male		Croatia	1991	17476
	Male		Croatia	1992	17140
	Male		Croatia	1993	17706
	Male		Croatia	1994	17710
	Male		Croatia	1995	18210
	Male		Croatia	1996	18361
	Male		Croatia	1997	19686
	Male		Croatia	1998	19799
	Male		Croatia	1999	20500
	Male		Croatia	2000	20509
	Male		Croatia	2001	20381
	Male		Croatia	2002	21064
	Male		Croatia	2003	22085
	Male		Croatia	2004	21719
	Male		Croatia	2005	22338
	Male		Croatia	2006	22248
	Male		Croatia	2007	22541
	Male		Croatia	2008	23010
	Male		Croatia	2009	23338
	Male		Croatia	2010	23536
	Female		Cuba	1964	7558
	Female		Cuba	1968	8346
	Female		Cuba	1969	8089
	Female		Cuba	1970	8439
	Female		Cuba	1971	8663
	Female		Cuba	1972	9052
	Female		Cuba	1973	8928
	Female		Cuba	1974	9034
	Female		Cuba	1975	9573
	Female		Cuba	1976	10238
	Female		Cuba	1977	10214
	Female		Cuba	1978	9735
	Female		Cuba	1979	11233
	Female		Cuba	1980	11938
	Female		Cuba	1981	11937
	Female		Cuba	1982	12279
	Female		Cuba	1983	12553
	Female		Cuba	1984	13594
	Female		Cuba	1985	13643
	Female		Cuba	1986	13684
	Female		Cuba	1987	14262
	Female		Cuba	1988	14954
	Female		Cuba	1989	15392
	Female		Cuba	1990	16000
	Female		Cuba	1991	15865
	Female		Cuba	1992	16601
	Female		Cuba	1993	16385
	Female		Cuba	1994	17137
	Female		Cuba	1995	17166
	Female		Cuba	1996	18204
	Female		Cuba	1997	18095
	Female		Cuba	1998	18576
	Female		Cuba	1999	19882
	Female		Cuba	2000	22239
	Female		Cuba	2001	23428
	Female		Cuba	2002	23836
	Female		Cuba	2003	25178
	Female		Cuba	2004	24722
	Female		Cuba	2005	25602
	Female		Cuba	2006	26751
	Female		Cuba	2007	27705
	Female		Cuba	2008	28908
	Female		Cuba	2009	28859
	Female		Cuba	2010	29706
	Male		Cuba	1964	11428
	Male		Cuba	1968	12399
	Male		Cuba	1969	12783
	Male		Cuba	1970	13430
	Male		Cuba	1971	13706
	Male		Cuba	1972	13889
	Male		Cuba	1973	14145
	Male		Cuba	1974	14176
	Male		Cuba	1975	14064
	Male		Cuba	1976	15016
	Male		Cuba	1977	15563
	Male		Cuba	1978	15007
	Male		Cuba	1979	16213
	Male		Cuba	1980	16431
	Male		Cuba	1981	17276
	Male		Cuba	1982	16987
	Male		Cuba	1983	17828
	Male		Cuba	1984	18302
	Male		Cuba	1985	18426
	Male		Cuba	1986	19036
	Male		Cuba	1987	19306
	Male		Cuba	1988	20556
	Male		Cuba	1989	20749
	Male		Cuba	1990	21476
	Male		Cuba	1991	21416
	Male		Cuba	1992	22083
	Male		Cuba	1993	22199
	Male		Cuba	1994	22771
	Male		Cuba	1995	22955
	Male		Cuba	1996	23358
	Male		Cuba	1997	23927
	Male		Cuba	1998	24738
	Male		Cuba	1999	25379
	Male		Cuba	2000	27433
	Male		Cuba	2001	27753
	Male		Cuba	2002	29169
	Male		Cuba	2003	30303
	Male		Cuba	2004	32146
	Male		Cuba	2005	32623
	Male		Cuba	2006	33295
	Male		Cuba	2007	34181
	Male		Cuba	2008	35502
	Male		Cuba	2009	36087
	Male		Cuba	2010	37942
	Female		Czech Rep.	1953	24807
	Female		Czech Rep.	1954	25519
	Female		Czech Rep.	1955	29798
	Female		Czech Rep.	1956	29889
	Female		Czech Rep.	1957	31190
	Female		Czech Rep.	1958	30959
	Female		Czech Rep.	1959	32394
	Female		Czech Rep.	1960	33278
	Female		Czech Rep.	1961	33824
	Female		Czech Rep.	1962	33936
	Female		Czech Rep.	1963	35094
	Female		Czech Rep.	1964	36833
	Female		Czech Rep.	1965	37128
	Female		Czech Rep.	1966	37550
	Female		Czech Rep.	1967	38514
	Female		Czech Rep.	1968	40069
	Female		Czech Rep.	1969	39756
	Female		Czech Rep.	1970	40532
	Female		Czech Rep.	1971	41550
	Female		Czech Rep.	1972	42919
	Female		Czech Rep.	1973	42726
	Female		Czech Rep.	1974	42763
	Female		Czech Rep.	1975	43008
	Female		Czech Rep.	1976	42793
	Female		Czech Rep.	1977	44372
	Female		Czech Rep.	1978	45207
	Female		Czech Rep.	1979	45714
	Female		Czech Rep.	1980	46380
	Female		Czech Rep.	1981	46226
	Female		Czech Rep.	1982	45713
	Female		Czech Rep.	1983	46590
	Female		Czech Rep.	1984	46873
	Female		Czech Rep.	1985	47336
	Female		Czech Rep.	1986	87922
	Female		Czech Rep.	1987	87819
	Female		Czech Rep.	1988	91494
	Female		Czech Rep.	1989	91111
	Female		Czech Rep.	1990	91492
	Female		Czech Rep.	1991	92234
	Female		Czech Rep.	1992	38921
	Female		Czech Rep.	1993	39946
	Female		Czech Rep.	1994	40158
	Female		Czech Rep.	1995	41169
	Female		Czech Rep.	1996	39254
	Female		Czech Rep.	1997	39684
	Female		Czech Rep.	1998	39338
	Female		Czech Rep.	1999	40269
	Female		Czech Rep.	2000	40386
	Female		Czech Rep.	2001	40587
	Female		Czech Rep.	2002	40439
	Female		Czech Rep.	2003	41385
	Female		Czech Rep.	2004	41224
	Female		Czech Rep.	2005	39277
	Female		Czech Rep.	2006	39436
	Female		Czech Rep.	2007	37775
	Female		Czech Rep.	2008	37750
	Female		Czech Rep.	2009	37408
	Female		Czech Rep.	2010	37580
	Male		Czech Rep.	1953	26943
	Male		Czech Rep.	1954	28184
	Male		Czech Rep.	1955	31846
	Male		Czech Rep.	1956	33216
	Male		Czech Rep.	1957	34315
	Male		Czech Rep.	1958	35301
	Male		Czech Rep.	1959	36476
	Male		Czech Rep.	1960	37362
	Male		Czech Rep.	1961	38743
	Male		Czech Rep.	1962	40466
	Male		Czech Rep.	1963	42285
	Male		Czech Rep.	1964	43355
	Male		Czech Rep.	1965	44707
	Male		Czech Rep.	1966	46138
	Male		Czech Rep.	1967	47118
	Male		Czech Rep.	1968	49217
	Male		Czech Rep.	1969	49407
	Male		Czech Rep.	1970	49884
	Male		Czech Rep.	1971	51449
	Male		Czech Rep.	1972	51128
	Male		Czech Rep.	1973	52456
	Male		Czech Rep.	1974	54136
	Male		Czech Rep.	1975	54692
	Male		Czech Rep.	1976	53805
	Male		Czech Rep.	1977	55976
	Male		Czech Rep.	1978	55766
	Male		Czech Rep.	1979	56781
	Male		Czech Rep.	1980	57027
	Male		Czech Rep.	1981	57272
